PC1,PC2,PC3,PC4,cluster
9.003069733109205,29.709305336471683,-2.405715255815436,-1.8291608233458687,4
-5.9931464500824125,30.156888278241958,-1.202341599521756,-1.666573225261072,4
10.957107748536325,33.40456095915365,-1.5813901800546328,-1.4770399888535333,4
-9.002387557721669,30.060186943585094,-1.7736799923942643,-1.314221408168611,4
6.055975568596031,25.74928727159923,-2.885576598597643,-1.213978985951105,4
-10.957724196758821,27.505944065364368,-2.500852612427958,-1.7020781377534653,4
3.9713484107941834,32.92193962969384,-2.098161392549404,-1.2949490932980592,4
3.970106359178464,33.064115196455106,-1.9967093278173509,-1.7979572523359866,4
-7.007325279562686,32.2400110565394,-1.9659632299723067,-1.226819632986394,4
-6.99419665947431,29.96759923233365,-1.988402850758224,-1.617425676359958,4
-9.667770697573651,1.2323470212253653,-0.4844011949885212,1.0390727607740389,0
-7.677565042845737,2.001762574259761,-0.2172048199024783,0.7957673058808061,0
-1.7011541261219296,2.8850994371264456,0.8833946981799781,1.4647388896760294,1
2.300744023814792,3.0798952195004086,-0.1377275004625249,0.973608152490036,3
-10.75752973067579,8.338824370298315,2.830528689609487,1.744873988467848,0
-10.664499058770735,0.283708910961744,-0.5520519892371447,1.6192127075065148,0
-10.672706064834054,2.248146439315423,-0.11712785362971001,0.8636966609458381,0
-10.6310987538289,1.7336000956732773,0.38237687387965535,1.1770811261849514,0
-9.669705217040981,1.3459507742911372,-0.5089668433255693,0.9240975749491842,0
-10.655291681839852,0.7712163573535618,-0.40553892923451007,0.6662321258479283,0
-5.700788918330693,0.4756137584048402,-0.0938539782824076,1.6195400627116918,0
-8.666575269675585,0.8527861253198775,-0.16408666628491408,1.1158626476994407,0
-2.665779289250179,0.4745703460950522,-0.23190181047434355,1.1210496544692345,1
-0.6956773734542097,2.745755397254713,-0.1331118992672039,1.1519277746185614,1
-3.6829222188280033,1.9770049047387004,-0.08968293373016512,1.1394655490049614,1
7.31638411423185,0.4770282729220292,-0.40538957861604574,1.561022471648796,2
-10.669494107483173,1.3882479610342333,-0.06587634274719678,1.0902859340366085,0
1.3181054753219357,1.584062625478071,-0.5202098589812959,1.1577692106474102,3
6.308500008964961,1.815563617430751,-0.26298770559784634,1.1557953665683651,3
-0.7048046448374983,3.6279451040989326,0.3708964741230234,1.1404772709417959,1
-4.672806068655428,1.3422590262550016,-0.10031351589019322,0.9872526505456417,1
-6.705235255711335,2.8974459772236973,0.4743503637078368,0.7301918075357633,0
-10.672230462570703,1.442610685690807,-0.49889487683798694,1.150644903003838,0
-2.679236267447312,1.2732691496005146,-0.29692955903813845,1.269472659348786,1
8.304375949608525,0.5034506978054182,-0.31234152343337473,1.9457112072819323,2
-10.681982826515036,2.170015137017155,0.2866870150425165,1.0623537698454266,0
-0.6089544072479516,0.5604713840808154,-0.2821981812902037,0.14656708918647177,1
-5.68164699355825,2.1772931992131443,0.14549846873303574,1.1320795252599807,0
9.307766916806356,1.2522849104165235,-0.3363844445946592,1.4087205513361127,2
-10.66475084096464,1.4460957419371723,-0.41939865318004343,0.8506106908744379,0
-4.679222467493047,1.5346922773895688,-0.26078167812144737,1.2430766777831956,1
-9.666789082243174,0.6180250001183788,-0.3277850327743538,1.4424896712026467,0
5.324164844415673,2.132070042459921,0.005019341678278888,0.16791248357168903,3
-5.678720273207983,1.7031623065119192,-0.6254966485225826,0.8238086851185861,0
-7.70985023096447,4.940738089460118,1.2121505299351936,1.3016046522062346,0
-5.699114930130745,4.8247535435730535,1.383811032676623,0.6202576882512374,0
9.303067048818841,1.7257208365032555,-0.06500673634603205,1.2663439829954193,2
-8.664543228557914,0.9898087723527845,-0.49372295630222984,1.0340319822356836,0
-6.625292104107013,0.7077285908706713,-0.41557145996076383,1.5057034566399023,0
11.314059364491728,0.9175780879543661,-0.3744650671193044,1.1811116634996355,2
-10.673358442117234,1.369903438211706,-0.032888812314444404,1.443274381962165,0
-4.692674009061912,3.0435459616285394,0.5269304885226891,0.8185703926208261,1
-10.726068082648968,1.541327180647499,0.9183549776371078,1.5627896014593876,0
-10.676707592782767,1.9118892463634687,0.055380372399705946,1.0624470896400973,0
10.290590752693623,2.069075643752265,-0.22215683520212437,1.3282662050152414,2
-5.635831062970163,0.22458414493343193,-0.1384688599715873,2.0890693987781934,0
-5.7012677921298565,2.1314089053054106,0.32849565940068715,1.283854346429042,0
6.352753825341802,2.1499048859466208,-0.24258881845906333,1.1927327156396474,3
-1.6868328481805488,1.2313171828298497,0.11130705272468144,1.6265249817157221,1
4.301146155790374,2.924350530595356,-0.036968893145666426,0.6547418271640792,3
0.3182912559457858,1.5918603123889588,-0.658836223272001,1.0884645582982502,1
5.363202983826886,1.0194473537976503,-0.5159610747818719,1.4162116223710277,3
-10.658792171300151,0.8454409489967772,-0.6074491742497111,0.395410750047852,0
-5.746794752065542,2.715390506625557,1.107352364602474,1.096730176763698,0
-9.66742045701481,0.971967563768163,-0.37579155627869265,1.2424491251396117,0
-3.6851363336884306,1.9959834562102081,-0.5297679036741499,0.9503257097177227,1
-5.685619949199774,2.562421984007854,-0.0006651484540466379,0.985894115597063,0
-8.673334161728576,1.6955896927021898,-0.583705450480084,0.9692861862342081,0
-10.667319803941984,0.9435224107790149,-0.44763296006369957,1.0723120575841691,0
-0.7231892434068694,4.755362239200142,1.2913284654300312,1.3374352035113752,1
-10.708104729643004,5.057469533792342,0.5076009942117214,1.0153743117692635,0
-9.664127209982347,0.8348866034507864,-0.39502530645954703,1.0791463388052753,0
5.3006585613218355,2.601243050744446,-0.22945172059151808,1.0912793921882054,3
-10.717567059442851,1.580391801779267,-0.16165286280298996,0.9696116248075117,0
7.316826378328722,1.2815831823776787,-0.16244358022874483,1.0058891625293256,2
-5.6749929664437175,0.968213435562656,-0.4569659459886317,1.116445429559687,0
-1.6902293132371025,1.6011471827441945,0.04575001437033355,1.5880186759710078,1
